GAME_ID,PLAYER_ID,TEAM_ID,Actual Assists,Expected Assists,Actual Points from Assists,Expected Points from Assists,Actual Points,Expected Points
21600768,203124,1610612752,1,0.4228187919463087,2,0.8456375838926175,4,4.389979764
21500277,201566,1610612760,7,8.40782151376382,15,17.580256615467697,16,16.31469867
41600121,200782,1610612761,1,0.7415613501839706,3,2.224684050551912,5,7.28381856
21600244,201939,1610612744,6,4.950929096228288,14,11.565802653487632,30,23.43928268
21501160,203994,1610612743,2,2.272099447513812,4,4.544198895027624,2,4.890253447
21600179,101123,1610612738,0,1.0243075810406674,0,2.048615162081335,6,11.24686102
21500330,201599,1610612746,0,1.2200093386068995,0,3.126694682487366,8,9.119890167
21501083,203095,1610612753,1,1.9819910143709447,2,4.58977312518804,10,9.917522376
21601202,1626157,1610612750,4,3.1116309225257046,8,6.55150611986057,35,25.20891146
21500189,203901,1610612753,8,8.839529114141039,18,20.2329958901033,7,10.52129442
21500030,203093,1610612745,1,0.6690582959641256,2,1.3381165919282512,4,5.539625591
21500514,202699,1610612753,2,1.730224224649096,6,4.830672673947289,9,8.910575164
21500763,2544,1610612739,7,10.51918523907167,18,25.649456019897727,24,22.04413743
21500764,203924,1610612755,1,1.3916739776268263,2,3.208672630578328,7,5.433883764
21601169,202732,1610612739,1,0.34615384615384615,2,0.6923076923076923,2,1.50862069
21500953,2440,1610612763,4,2.14491346548657,10,5.001301156846572,10,14.00364466
21500386,101145,1610612754,6,4.670992623701949,15,11.967895794934254,2,7.256844457
21500207,2225,1610612759,8,7.324967861242799,19,15.829576831484506,20,12.24454378
21600352,201569,1610612745,3,2.929827745858154,7,6.961153796046453,18,15.48137886
21600661,204014,1610612753,2,1.3569013549610538,4,2.7138027099221076,0,1.128318584
21501191,2747,1610612739,4,2.325799761579936,11,6.358285711332606,23,19.06200782
21600585,203894,1610612757,0,0.28205128205128205,0,0.8461538461538461,0,1.566996984
21500595,203096,1610612738,2,3.407693437392642,4,7.892589928931256,9,7.400712511
21500049,201571,1610612760,0,2.478638797361347,0,5.292537710329631,9,9.160190645
21500957,202681,1610612739,3,3.847787046527004,9,10.909669383308609,25,25.85756197
21601130,1626173,1610612749,0,0.3367875647668394,0,1.0103626943005182,6,4.98849841
21600326,201935,1610612745,8,8.423929760379318,17,19.384076422314127,20,14.62926434
21500429,200757,1610612737,1,0.7530505408214327,3,1.8374263828476847,0,1.620071685
21500904,203940,1610612750,0,0.35664335664335667,0,0.7132867132867133,0,2.59646762
21600499,201980,1610612759,1,1.0084392731451555,3,2.4319112260288733,18,9.75199
21600888,201585,1610612758,0,0.45,0,0.9,12,7.550113063
21500696,202341,1610612758,0,0.36538461538461536,0,1.096153846153846,5,3.385617256
21600288,202694,1610612765,1,1.2530090629113804,2,2.5060181258227607,12,10.99182795
21500935,2207,1610612748,1,1.3859862479474547,2,3.109227397855694,14,10.7907921
21500954,202704,1610612765,5,4.175478597157946,12,11.330717208711468,10,12.85815271
21600556,204060,1610612762,4,2.7882539464113867,9,5.95313126944615,7,7.10436489
21500537,202710,1610612741,10,5.330352360667622,21,11.692928727563046,11,12.42121066
21500767,203903,1610612747,3,2.4346792246035482,8,6.533578720998752,19,13.57351026
21601063,203488,1610612737,2,0.8226267011772563,5,2.0471904483593555,0,2.03702911
21601192,202711,1610612764,0,0.39348370927318294,0,1.1804511278195489,7,7.15865341
21600477,201587,1610612766,8,6.208267219323764,19,13.483534022501043,19,12.62390784
21600582,201935,1610612745,11,12.979313262524041,28,32.2179164508443,22,24.05659927
21501058,2581,1610612765,7,3.9889746337798426,16,9.197733819728043,2,1.929209184
21600307,1627734,1610612760,2,1.366109941828174,5,3.0871922593469554,4,5.191479949
21501159,203895,1610612739,1,0.38345864661654133,3,1.150375939849624,2,0.333333333
41600203,203078,1610612764,3,2.3950406809602427,6,5.2122125094614695,9,12.46290423
21500128,203932,1610612753,1,1.2041235746486343,3,3.3068151683903473,6,8.572929429
21601074,203095,1610612753,2,1.6263256632032808,4,3.2526513264065615,13,11.50131854
21600011,203460,1610612760,3,2.0284704544712056,6,4.413755610320665,0,2.404545455
21500445,201950,1610612740,3,2.6761528453606163,7,6.035694765414654,7,7.114386843
21500353,204014,1610612750,1,0.5688622754491018,2,1.1377245508982037,11,8.064517383
21500872,200746,1610612759,1,0.41183294663573083,3,1.2354988399071924,18,20.54150409
21600908,203459,1610612757,0,0.5510204081632653,0,1.6530612244897958,10,8.767769121
21500565,201156,1610612747,0,0.23728813559322035,0,0.4745762711864407,6,5.275567249
21600792,203926,1610612741,1,0.33984962406015046,3,1.0195488721804513,4,5.192768304
21600497,203952,1610612750,6,5.390582263729021,13,11.833483193539273,20,19.33216407
21500779,201229,1610612765,0,0.5354691075514875,0,1.070938215102975,5,6.235894585
21500763,201600,1610612740,2,0.9479612920725334,4,1.8959225841450669,6,4.716117921
21500900,204060,1610612762,1,0.575,2,1.15,3,2.298853211
21600946,203500,1610612760,0,0.856046511627907,0,1.712093023255814,2,0.946902655
21500442,1626170,1610612752,2,1.125695277318911,4,2.251390554637822,2,3.453593865
21600213,201980,1610612759,1,0.990751395814687,2,1.981502791629374,16,11.98080967
21501198,1626168,1610612762,2,1.568725235932008,5,4.248181127850225,22,15.20860909
21500467,1626158,1610612755,0,0.3294392523364486,0,0.6588785046728972,17,13.52828088
21500139,1626209,1610612753,1,0.9804445897352075,2,2.3330630925138935,8,5.444468837
21500757,203530,1610612743,0,0.6975892062187521,0,2.0927676186562563,2,6.31480204
21600084,1626149,1610612745,1,0.3065442020665901,3,0.9196326061997704,4,1.762318841
21600740,202713,1610612760,0,0.5357142857142857,0,1.6071428571428572
21600107,202738,1610612738,10,7.542584670293925,25,19.03694820781098,13,17.5375337
21600428,202326,1610612758,1,3.6924552396151387,2,8.868546411625626,39,26.85924651
21500538,201935,1610612745,3,3.446314232247431,7,8.42279254873701,26,26.59292633
21600278,201571,1610612753,2,1.6721221227820287,5,4.058903855720804,6,5.691879492
21600622,1626181,1610612761,2,1.4738158110981914,4,2.9476316221963828,0,1.801226715
21500714,203143,1610612746,1,0.6615555555555556,2,1.629111111111111,3,1.227272727
21501188,202340,1610612738,1,0.9039337371535219,2,2.1382444144400816,14,18.15309523
21600608,1627739,1610612750,1,1.490974744754724,2,3.616172409446653,0,2.260128894
41600122,203141,1610612749,0,0.4439252336448598,0,0.8878504672897196,0,2.132773109
21600203,201569,1610612745,2,1.593764493645046,5,4.165424463302896,0,5.583012732
21500174,202688,1610612756,4,4.121516117005782,8,9.190627595596204,17,19.10941579
21600209,2743,1610612737,0,0.0,0,0.0,4,4.34244171
21600091,203999,1610612743,3,2.1223187800092083,7,4.934092904310515,8,6.368539359
21500202,203798,1610612766,1,0.40443213296398894,2,0.8088642659279779,5,4.448327698
21600228,202689,1610612766,3,2.716927879232423,7,6.826120317910831,14,16.74664291
21601002,203081,1610612757,2,3.61248769090018,5,10.250341860579326,20,18.39754825
21600996,201933,1610612746,5,5.174943912106189,13,12.919016755111493,7,7.757246838
21500980,201196,1610612764,1,0.9483109786388475,2,2.307228017883755,6,7.464399099
21500907,203460,1610612760,0,0.5,0,1.5,0,3.659031569
21501217,203482,1610612738,4,2.625319491199341,9,6.301911222094766,8,10.3391864
21500465,203613,1610612759,1,0.3406862745098039,3,1.0220588235294117,0,2.016165414
21600399,201566,1610612760,21,14.288435872900221,47,31.115007565311494,19,14.19763215
21601005,203087,1610612766,3,2.7800183471360005,6,5.560036694272001,6,9.026225806
21500469,101181,1610612752,4,4.680760408886076,10,10.758311478107913,13,6.76995133
21600173,1626171,1610612741,1,0.6913827655310621,2,1.3827655310621243,3,2.909561453
21600068,202681,1610612739,5,3.9547199546849687,11,9.687993817219393,21,19.60246909
21500143,2034,1610612743,1,0.6097560975609756,2,1.2195121951219512,3,1.115044248
21501095,2734,1610612742,4,3.241508753436267,9,7.293942723562718,8,5.320950226
21601131,1627738,1610612763,0,0.35735735735735735,0,1.072072072072072,2,1.083333333
21600302,201951,1610612758,1,3.0368813579325247,3,7.117416446973982,0,2.033723805
21601176,1626195,1610612752,1,1.2275431381248423,3,2.838734074991823,10,15.04900919
21501017,203898,1610612749,4,4.286014206910935,8,9.7840300087182,12,10.13615287
21600784,203925,1610612751,0,0.6185897435897436,0,1.2371794871794872,8,5.723249966
21600520,1627750,1610612743,3,1.5848383199210416,6,3.1696766398420833,5,7.015203015
21601050,203085,1610612746,2,3.1770322797828845,4,7.767539531377037,13,10.68300802
21600467,201569,1610612745,5,3.660974204032644,11,8.03308946826295,13,13.91760461
21501041,203089,1610612749,0,0.38857142857142857,0,1.1657142857142857,6,7.33926849
21500782,201950,1610612740,10,5.655657143643622,25,13.70462025400005,25,23.95600799
21500326,203932,1610612753,1,0.5274177467597209,2,1.0548354935194417,5,2.185669262
21601220,2756,1610612752,6,3.0089437854143735,13,6.274644327585503,6,8.205834245
21600224,203463,1610612758,0,0.3225806451612903,0,0.967741935483871,9,9.98946932
21600635,201229,1610612758,1,1.5631970704916267,2,3.4520425559688444,5,2.985197368
21600884,202684,1610612739,0,0.7308778407726988,0,2.1926335223180966,4,4.791018633
21500456,2749,1610612743,5,7.856410930929023,11,18.100874208130655,13,10.85997761
21500660,203141,1610612756,0,0.3157894736842105,0,0.631578947368421,6,5.388665685
21500465,2225,1610612759,6,5.507034583245539,13,12.216096878420496,4,9.055755323
21600964,1627755,1610612756,5,4.170586850174906,11,9.846150855643552,2,4.109526036
21600977,202681,1610612739,7,4.493140855109318,16,10.494613389463456,20,23.26536273
21501199,202331,1610612754,6,4.681126566367317,14,10.842207337898728,11,10.05055208
21600839,202720,1610612765,0,1.1090207592488615,0,2.858312277746584,10,5.357537301
21500405,203099,1610612739,1,0.6704761904761904,2,1.340952380952381,2,2.681490581
21600019,203120,1610612751,1,0.8033536585365854,3,2.0442073170731705,7,7.774723048
21500375,202338,1610612752,1,0.8326923076923077,3,2.1903846153846156,2,2.218343538
21500149,101161,1610612738,1,1.8860508849667328,2,4.175887258892456,6,6.287653769
21600137,1713,1610612763,3,2.9618860065470303,6,7.066926687124779,15,10.82897899
21601139,202391,1610612751,8,8.251667317033615,18,18.750212552754444,8,14.6072599
21600933,204028,1610612747,0,1.4223780222983746,0,3.812861203326908,4,7.777612176
21600782,204456,1610612755,3,3.5081085817542172,8,8.889032663058813,6,10.52596923
21501141,203960,1610612743,1,0.3422818791946309,3,1.0268456375838926,9,7.523858494
21500730,202738,1610612738,8,6.5236677415756645,17,14.440202995871012,15,16.96188725
21601095,2749,1610612743,4,5.708826015849251,10,13.652164904743936,4,6.642741282
21500728,203526,1610612762,3,2.7156673217874037,6,5.431334643574807,14,7.283853922
21600189,101141,1610612755,2,1.528896079882685,4,3.405282507255718,11,10.03400952
21600344,2199,1610612756,0,0.40057636887608067,0,0.8011527377521613,2,3.883987141
21600745,203085,1610612746,5,4.1326156222809765,12,9.028756513824588,14,16.54114087
21600478,200794,1610612737,4,2.874475741333283,9,6.5555029820146755,9,19.51796674
21500088,202397,1610612740,6,8.095327768273023,14,19.90583983598041,7,13.24516485
21500620,201952,1610612737,2,3.9003479371867744,4,8.138291782301938,13,9.647997966
21600784,1627785,1610612751,2,2.5630747410114645,4,5.9975536284635425,5,6.329783418
21600982,1627884,1610612756,1,0.4230769230769231,3,1.2692307692307692,2,3.772727273
41600134,2730,1610612737,1,0.888641011340398,2,1.777282022680796,12,16.54363628
21600969,201942,1610612761,4,4.385697420916947,10,10.5791355291175,25,25.33031483
41600112,2594,1610612739,2,1.1779378531073446,5,2.790875706214689,2,5.663392639
21600251,203486,1610612757,7,4.553902207236156,18,10.64094835093262,10,7.896185596
21600983,203468,1610612757,6,5.8113654970922575,17,14.271203643556916,31,24.33256957
21500177,201933,1610612746,6,5.2592378890666,14,12.739542513356405,23,20.46025528
21600648,202330,1610612762,4,3.5964848452545017,10,8.307675572861942,19,22.49269839
21501006,2399,1610612741,0,0.5758426966292135,0,1.4775280898876404,0,4.532159536
41600233,201583,1610612745,0,0.4444444444444444,0,1.3333333333333333,0,4.239488278
21600564,1713,1610612763,2,1.5834044065387352,6,3.914854299928927,3,2.915619449
21500534,201584,1610612763,0,0.38801261829652994,0,0.7760252365930599,0,6.339302587
21600576,202732,1610612739,0,0.0,0,0.0,6,4.369404187
21601087,1626163,1610612766,2,1.0944599805254085,5,2.5235919824698265,8,9.993673004
21501075,201943,1610612753,4,4.508093946753145,9,10.03104134606466,6,6.272139177
21600156,1627756,1610612741,2,1.5180759803921569,5,3.6636029411764706,0,1.514084507
21500163,203076,1610612740,0,0.3482758620689655,0,1.0448275862068965,0,2.927592859
21500824,201566,1610612760,10,8.991236803703693,22,19.911068650076547,15,15.33188089
21600037,201609,1610612748,4,4.194538952274103,10,9.756383088068196,21,19.60394396
21500233,2440,1610612763,0,1.424169086925022,0,3.1412674667793374,15,11.40392868
21500739,2571,1610612744,2,0.8410022438294689,5,2.077292445774121,2,4.821825249
21600372,201149,1610612752,2,1.9104745709396291,5,4.544297490227606,6,4.475557558
21501096,204028,1610612747,1,0.8826169107227209,2,1.7652338214454417,2,3.075632782
21601183,1626257,1610612742,0,0.3383838383838384,0,1.0151515151515151,6,8.740210339
21500885,203917,1610612755,3,2.6740715256338667,7,6.014809717934401,9,9.234111087
21600367,1626161,1610612758,0,0.8431372549019608,0,1.6862745098039216,8,6.806390616
21500032,202720,1610612756,2,1.352913752913753,4,2.705827505827506,0,2.525024695
21500375,203498,1610612750,0,0.34068627450980393,0,0.6813725490196079,6,8.91351689
21500850,2200,1610612741,9,7.746077197076784,20,16.95722529909185,6,5.404372369
21500157,203903,1610612747,1,1.3161498191979673,2,3.0285613206389255,14,11.21199297
21500013,201586,1610612760,2,0.6471380662763598,6,1.9414141988290796,8,8.367461486
21600450,1626161,1610612758,0,0.5927835051546392,0,1.1855670103092784,2,3.120122228
21600998,201147,1610612747,1,1.6359467033544612,2,3.637278022093538,6,8.438056936
21500324,203487,1610612749,9,7.846952521874605,18,16.485774962448396,18,14.39547131
21500128,202696,1610612753,5,5.238270042714731,14,13.950160391347755,16,14.03214656
21600899,1627750,1610612743,5,2.824388169092125,12,6.773387601360536,10,12.54614816
21600820,201566,1610612760,2,5.154950659011041,6,12.981812833653123,10,17.16922236
21601029,203501,1610612737,2,4.461990669949014,4,10.632273449759575,14,15.11047275
21500169,201168,1610612737,1,1.1595311028206516,2,2.547633634212732,6,5.382582748
21501103,2749,1610612743,0,0.7528571428571429,0,1.8657142857142857,0,0.701570681
21601165,203186,1610612748,0,0.41875,0,1.25625,0,2.228571429
21500266,202708,1610612740,2,1.8686538999536118,4,4.487245122320728,8,10.76927976
21500609,1718,1610612746,4,2.4605471385585833,11,6.631641415675749,7,9.533889135
21500072,200826,1610612742,6,4.47996407712412,12,9.687579901642478,8,6.427540532
21600406,203107,1610612764,2,1.330510500889015,5,3.0104833673694276
21500502,2772,1610612745,3,1.6559138154178044,7,3.6861462256266444,10,9.058999472
21601012,201585,1610612758,2,1.499832915622389,4,2.999665831244778,12,11.29425866
41600232,203991,1610612745,2,1.1833967772505483,5,3.0980626721771762,12,10.22275778
21500885,203457,1610612755,2,0.7422647527910686,6,2.2267942583732054,11,8.400113628
21500832,203187,1610612762,2,1.2254725280842451,5,2.7869939360055573,4,2.578782511
21501228,1626168,1610612762,2,3.2341117355705085,6,8.295626203893121,16,14.11252747
21600469,1626181,1610612761,1,0.36585365853658536,2,0.7317073170731707,0,2.194645106
21601148,203471,1610612737,7,7.118435074836017,17,17.18486837187042,16,18.65406867
21501200,1626196,1610612748,4,5.148606445342069,8,10.80832400179525,7,7.118614865
21600059,203944,1610612747,2,2.504530490201558,4,5.335100367711649,6,5.329925368
21500207,200782,1610612756,1,0.4962178517397882,2,0.9924357034795764,0,5.135020002
21500064,201160,1610612753,0,0.358695652173913,0,0.717391304347826,8,5.675181598
21500288,203521,1610612739,5,5.380206628280459,11,11.910226804701448,8,5.337355148
21500200,201581,1610612743,1,0.7553956834532374,2,1.5107913669064748,2,2.594746085
21501032,202338,1610612752,1,0.9018361581920904,2,2.080508474576271,4,3.384469111
21500271,202498,1610612752,0,0.6112621980483123,0,1.6210206366981281,8,5.886639996
21600573,2449,1610612751,1,0.8148893360160966,2,1.6297786720321932,5,6.14699147
21501200,203901,1610612753,4,4.475963762259069,8,8.951927524518139,7,7.35838236
21601216,203463,1610612758,1,1.1829669746203675,3,3.148900923861102,6,8.039738327
21500211,201144,1610612763,6,4.3914284465603535,13,9.108880284933573,17,18.01993482
21500836,200794,1610612737,1,3.414419784501911,2,7.941602485435217,9,13.00178405
21600837,203512,1610612761,0,0.33197278911564626,0,0.9959183673469387
41600404,203110,1610612744,3,3.5132650055776318,7,8.705471305100083,13,15.72361748
21600015,101161,1610612738,1,0.7199303085173019,3,2.1597909255519054,4,4.060270551
21601028,203500,1610612760,3,2.695959743805668,8,7.482642574820831,12,8.277426901
21500670,203506,1610612753,6,3.9721835661381353,12,8.264809121226547,2,9.503749954
21501094,203088,1610612755,0,0.4807692307692308,0,0.9615384615384616,0,2.735714286
21600854,101109,1610612746,5,3.7445626205698646,12,9.244443369464255,9,6.815692031
21500960,1889,1610612759,0,0.5285714285714286,0,1.0571428571428572
21500448,101145,1610612754,3,4.361556051577548,7,11.265122517124176,17,14.89390805
21601126,202730,1610612754,1,1.1275418275418276,3,3.3826254826254827,2,2.079230334
21500058,201148,1610612763,3,2.3900168342374695,7,5.533063456672924,8,5.292277242
21500886,203918,1610612762,6,5.28210231451159,14,11.597208610744277,9,16.41481496
21500023,202324,1610612762,1,0.7459014194102336,2,1.8691405725938446,12,17.19264006
21501182,203493,1610612765,1,0.79549859482508,3,1.960025196239946,0,2.089345794
21601040,2744,1610612754,1,0.46368715083798884,2,0.9273743016759777,0,0.821052632
21600514,203524,1610612740,0,0.7158154635237628,0,1.7856577726851095,6,8.559185205
21500902,201144,1610612763,5,5.993044277155807,11,13.596491160838799,21,12.71886607
21601149,1627823,1610612743,0,0.328,0,0.984
21600017,202323,1610612757,1,1.6464319182640745,2,3.5820204630341728,4,7.997313528
21600955,203476,1610612750,2,3.6214314927978446,4,8.924989231442865,6,7.120736248
21600562,203503,1610612749,1,0.9978187565858798,2,1.9956375131717596,7,6.286960332
21500048,101181,1610612752,2,3.6366400565898482,4,7.2732801131796965,6,4.776874427
21600086,201988,1610612759,4,3.472747489846591,9,8.259364330489529,2,7.763711185
21500610,201603,1610612756,3,1.8197104103734687,6,3.6394208207469374,2,2.342857143
21600828,2037,1610612746,1,1.6006849885533594,3,4.308137690720905,11,7.949294563
21600333,203468,1610612757,1,0.9165263104169856,2,1.8330526208339712,18,12.9260797
21600030,202703,1610612741,2,1.0691314810763508,5,2.7096915335812732,7,8.976676814
21600493,203107,1610612764,1,0.7073122788625343,3,1.775782990433757,0,0.888888889
21500831,201166,1610612741,7,3.832092484239428,19,10.128445641490245,2,5.868845425
21500203,203932,1610612753,1,0.46047430830039526,2,0.9209486166007905,11,10.7103258
21600969,203145,1610612737,0,1.2744757448211603,0,3.204995544891937,7,8.087873139
21500106,1626168,1610612762,0,0.3819444444444444,0,0.7638888888888888,3,1.862588652
21600663,200768,1610612761,6,5.2512718862713195,12,11.230436714027814,11,18.61811942
41600403,201142,1610612744,4,6.4374629866085264,10,15.651093551476999,24,20.85580904
21500547,2199,1610612756,3,2.416970465027709,7,6.127476571688071,8,9.346939714
21500058,201584,1610612763,4,2.469446552666989,9,5.340886460815705,12,12.98030833
21501109,203917,1610612755,1,2.074570827512004,3,5.193409452232981,10,11.20764287
21501207,203940,1610612750,1,0.5962059620596206,2,1.1924119241192412,4,4.666497672
21500997,203935,1610612738,3,2.4364356464995747,6,4.872871292999149,9,11.79126643
21500839,203515,1610612756,9,6.332101124179527,19,13.99709687504657,4,5.261284897
21600250,1627741,1610612740,1,1.4082824658659,3,4.224847397597699,3,5.27130852
21600272,203937,1610612759,2,0.8063870231909771,6,2.4191610695729313,4,2.366324617
21500685,2034,1610612743,0,0.642156862745098,0,1.593137254901961,0,0
21500524,101150,1610612747,1,1.4222419659695147,3,3.7560876000362047,0,6.742865924
21600989,101112,1610612739,1,0.8160993857664065,3,2.4482981572992193,8,4.537039069
21600946,203090,1610612757,3,2.7026399182824314,7,6.10263512993726,6,6.092616035
21600284,1627783,1610612761,1,1.0,2,2.0,8,5.27979798
21500385,201579,1610612747,2,1.5464605277210408,4,3.3873461425500953,4,6.883652192
21501147,2403,1610612764,0,0.3617021276595745,0,0.723404255319149,10,10.78944648
21601203,1627848,1610612755,1,0.8,3,2.0,2,3.279365079
21600112,203506,1610612760,3,2.649212758326355,7,6.456020912283998,17,16.02439913
21600118,1626171,1610612741,1,0.4155124653739612,3,1.2465373961218835,2,1.204678363
21500972,202682,1610612752,1,0.4486607142857143,2,0.8973214285714286,8,9.656885117
21600395,204038,1610612740,3,1.1297827903091062,7,2.925062656641604,7,9.808666905
21500423,202738,1610612738,6,7.517161106155651,13,17.720332852615257,9,9.486265777
21500409,201967,1610612740,0,0.4563758389261745,0,0.912751677852349,3,2.302565029
21600136,202682,1610612748,1,0.4484848484848485,2,0.896969696969697,11,8.92204906
21500082,203382,1610612765,1,0.44047619047619047,3,1.3214285714285714,2,1.117117117
21600806,203463,1610612758,3,2.021356855844468,8,5.1258768333969496,22,18.25647315
